postcode,lat,lng,alt
NN2 8PH,-0.890923,52.273989,0
NN2 8PT,-0.921824,52.274995,0
NN2 8PX,-0.91776,52.272764,0
NN2 8QA,-0.913907,52.269096,0
NN2 8QH,-0.916229,52.269441,0
NN2 8RG,-0.893533,52.285126,0
NN2 8SQ,-0.900778,52.286794,0
NN2 8ST,-0.89837,52.277466,0
NN2 8SY,-0.895103,52.27624,0
NN2 8UF,-0.894358,52.277321,0
NN2 8UH,-0.917511,52.268536,0
NN2 8UJ,-0.91867,52.26967,0
NN2 8UL,-0.919883,52.270437,0
NN29 7AA,-0.644093,52.283083,0
NN29 7BE,-0.645217,52.279343,0
NN29 7DR,-0.650393,52.280764,0
NN29 7DR,-0.650393,52.280764,0
NN29 7HF,-0.637463,52.27888,0
NN29 7RD,-0.668258,52.254507,0
NN29 7TP,-0.712492,52.274579,0
NN3 2AA,-0.866744,52.261191,0
NN3 2AA,-0.866744,52.261191,0
NN3 2AD,-0.866029,52.262802,0
NN3 2AR,-0.853855,52.262703,0
NN3 2BY,-0.868029,52.251008,0
NN3 2DJ,-0.85089,52.261196,0
NN3 2HB,-0.866001,52.251249,0
NN3 2HT,-0.869784,52.251132,0
NN3 2JA,-0.870642,52.256544,0
NN3 2JJ,-0.868818,52.253946,0
NN3 2JJ,-0.868818,52.253946,0
NN3 2JN,-0.867882,52.255618,0
NN3 2NP,-0.850479,52.2567,0
NN3 2PD,-0.854233,52.253167,0
NN3 2PD,-0.854233,52.253167,0
NN3 2PD,-0.854233,52.253167,0
NN3 2PG,-0.854625,52.256713,0
NN3 2PT,-0.85814,52.255596,0
NN3 2QD,-0.858792,52.257041,0
NN3 2QL,-0.855978,52.259352,0
NN3 2RD,-0.865166,52.259854,0
NN3 2RD,-0.865166,52.259854,0
NN3 2RD,-0.865166,52.259854,0
NN3 2SP,-0.859763,52.254602,0
NN3 2TJ,-0.851367,52.25462,0
NN3 2TR,-0.850759,52.258914,0
NN3 3AB,-0.864416,52.243915,0
NN3 3AD,-0.860666,52.243924,0
NN3 3AD,-0.860666,52.243924,0
NN3 3AR,-0.849507,52.248967,0
NN3 3AR,-0.849507,52.248967,0
NN3 3AR,-0.849507,52.248967,0
NN3 3BB,-0.845695,52.245145,0
NN3 3BB,-0.845695,52.245145,0
NN3 3BE,-0.844738,52.243643,0
NN3 3BE,-0.844738,52.243643,0
NN3 3BL,-0.852685,52.249007,0
NN3 3BY,-0.84476,52.246745,0
NN3 3DX,-0.842112,52.257301,0
NN3 3HF,-0.848318,52.24001,0
NN3 3HL,-0.848402,52.24073,0
NN3 3LL,-0.853544,52.241226,0
NN3 3LL,-0.853544,52.241226,0
NN3 3LP,-0.855711,52.241817,0
NN3 3QA,-0.854776,52.240028,0
NN3 3SA,-0.843701,52.26495,0
NN3 5AF,-0.807801,52.257239,0
NN3 5AS,-0.831196,52.277423,0
NN3 5AX,-0.830249,52.276623,0
NN3 5DG,-0.83263,52.275837,0
NN3 5EG,-0.802418,52.255836,0
NN3 5EG,-0.802418,52.255836,0
NN3 5ES,-0.806862,52.27041,0
NN3 5EU,-0.808269,52.270415,0
NN3 5HD,-0.806281,52.2593,0
NN3 5LL,-0.830816,52.279047,0
NN3 6AL,-0.864844,52.263285,0
NN3 6BQ,-0.871074,52.266078,0
NN3 6BT,-0.868492,52.266206,0
NN3 6DH,-0.865398,52.267408,0
NN3 6EA,-0.876985,52.267034,0
NN3 6EE,-0.876728,52.270241,0
NN3 6ET,-0.875429,52.26772,0
NN3 6EW,-0.874835,52.268038,0
NN3 6HA,-0.857009,52.269413,0
NN3 6HA,-0.857009,52.269413,0
NN3 6HN,-0.856775,52.268818,0
NN3 6JX,-0.848151,52.270226,0
NN3 6LZ,-0.862207,52.26843,0
NN3 6NX,-0.855784,52.268583,0
NN3 6PF,-0.855918,52.266238,0
NN3 6QW,-0.861864,52.2675,0
NN3 6SE,-0.846173,52.271331,0
NN3 6WJ,-0.847625,52.26673,0
NN3 7BN,-0.856866,52.277243,0
NN3 7DH,-0.839993,52.29078,0
NN3 7HD,-0.856484,52.277859,0
NN3 7HJ,-0.855488,52.277814,0
NN3 7LB,-0.863762,52.278685,0
NN3 7QE,-0.857593,52.286016,0
NN3 7QU,-0.855563,52.286275,0
NN3 7RB,-0.858214,52.283519,0
NN3 8DB,-0.814595,52.272232,0
NN3 8HJ,-0.83981,52.26413,0
NN3 8LJ,-0.829285,52.262596,0
NN3 8LY,-0.832946,52.261005,0
NN3 8PS,-0.812741,52.262656,0
NN3 8QT,-0.82157,52.264552,0
NN3 8SS,-0.830193,52.27263,0
NN3 8UF,-0.820238,52.270032,0
NN3 8UP,-0.836232,52.273184,0
NN3 8US,-0.836132,52.271403,0
NN3 8UW,-0.836224,52.270136,0
NN3 8XA,-0.822529,52.272581,0
NN3 8XB,-0.824646,52.272899,0
NN3 8XB,-0.824646,52.272899,0
NN3 9AT,-0.82147,52.250084,0
NN3 9AX,-0.815167,52.250237,0
NN3 9BD,-0.814191,52.253869,0
NN3 9BG,-0.826482,52.256104,0
NN3 9BP,-0.826097,52.25678,0
NN3 9DN,-0.819929,52.256803,0
NN3 9EP,-0.826327,52.25752,0
NN3 9GA,-0.819049,52.255194,0
NN3 9GG,-0.823537,52.257756,0
NN3 9HN,-0.827892,52.248197,0
NN3 9UR,-0.835163,52.247397,0
NN3 9YW,-0.822102,52.259387,0
NN4 0BJ,-0.904126,52.206295,0
NN4 0DA,-0.90844,52.214805,0
NN4 0DE,-0.894068,52.208836,0
NN4 0NE,-0.903586,52.192588,0
NN4 0NR,-0.90079,52.193228,0
NN4 0RB,-0.906262,52.208725,0
NN4 0RH,-0.91675,52.211357,0
NN4 0RL,-0.917486,52.210563,0
NN4 0RL,-0.917486,52.210563,0
NN4 0RP,-0.90964,52.207021,0
NN4 0SE,-0.896543,52.203456,0
NN4 0SG,-0.895116,52.200808,0
NN4 0SQ,-0.894554,52.203985,0
NN4 0WJ,-0.901514,52.213113,0
NN4 0XG,-0.896911,52.209878,0
NN4 0XH,-0.89501,52.208027,0
NN4 0YS,-0.896418,52.197278,0
NN4 5AL,-0.880522,52.18998,0
NN4 5BF,-0.881211,52.188144,0
NN4 5BG,-0.880628,52.188651,0
NN4 5BG,-0.880628,52.188651,0
NN4 5BG,-0.880628,52.188651,0
NN4 5BG,-0.880628,52.188651,0
NN4 5BU,-0.879009,52.183807,0
NN4 5FX,-0.88203,52.18291,0
NN4 6AB,-0.88046,52.206397,0
NN4 6AD,-0.880892,52.207264,0
NN4 6AD,-0.880892,52.207264,0
NN4 6AG,-0.881353,52.205228,0
NN4 6AH,-0.88008,52.204649,0
NN4 6AJ,-0.876947,52.205267,0
NN4 6AQ,-0.866246,52.203123,0
NN4 6AT,-0.867304,52.202387,0
NN4 6BB,-0.869286,52.205014,0
NN4 6BB,-0.869286,52.205014,0
NN4 6BF,-0.874217,52.202121,0
NN4 6BG,-0.870996,52.203367,0
NN4 6BJ,-0.872847,52.204787,0
NN4 6BJ,-0.872847,52.204787,0
NN4 6BP,-0.872323,52.204099,0
NN4 6DB,-0.886422,52.214362,0
NN4 6DW,-0.886429,52.212351,0
NN4 6EE,-0.87964,52.201759,0
NN4 6EE,-0.87964,52.201759,0
NN4 6ER,-0.876356,52.207823,0
NN4 6ET,-0.877977,52.202148,0
NN4 6ET,-0.877977,52.202148,0
NN4 6EZ,-0.883226,52.199986,0
NN4 6FB,-0.873331,52.20302,0
NN4 6FR,-0.865238,52.202481,0
NN4 6FR,-0.865238,52.202481,0
NN4 6FR,-0.865238,52.202481,0
NN4 6FR,-0.865238,52.202481,0
NN4 6HA,-0.882498,52.206821,0
NN4 6HD,-0.884208,52.205755,0
NN4 6HJ,-0.88408,52.203266,0
NN4 6HS,-0.887703,52.198823,0
NN4 6HW,-0.886393,52.197984,0
NN4 6JF,-0.883122,52.197692,0
NN4 6JH,-0.879306,52.19994,0
NN4 6JL,-0.889962,52.206253,0
NN4 6JL,-0.889962,52.206253,0
NN4 6JR,-0.888268,52.203729,0
NN4 6JR,-0.888268,52.203729,0
NN4 6JR,-0.888268,52.203729,0
NN4 6JS,-0.888317,52.204718,0
NN4 6JT,-0.890545,52.203372,0
NN4 6JU,-0.888593,52.199515,0
NN4 6JU,-0.888593,52.199515,0
NN4 6JW,-0.877005,52.200071,0
NN4 6JW,-0.877005,52.200071,0
NN4 6LG,-0.886938,52.201936,0
NN4 6LH,-0.887759,52.200672,0
NN4 6LL,-0.885682,52.200656,0
NN4 6LL,-0.885682,52.200656,0
NN4 6LS,-0.880447,52.197622,0
NN4 6NE,-0.866273,52.201457,0
NN4 6RU,-0.885742,52.207031,0
NN4 6RX,-0.886992,52.205623,0
NN4 6UY,-0.882217,52.208724,0
NN4 6UY,-0.882217,52.208724,0
NN4 7AP,-0.837713,52.220998,0
NN4 7AU,-0.83512,52.221099,0
NN4 7BU,-0.878253,52.213277,0
NN4 8BY,-0.90109,52.229724,0
NN4 8DN,-0.90015,52.228052,0
NN4 8DT,-0.898295,52.22728,0
NN4 8DT,-0.898295,52.22728,0
NN4 8EA,-0.898162,52.226739,0
NN4 8EA,-0.898162,52.226739,0
NN4 8ED,-0.901585,52.226258,0
NN4 8EY,-0.906451,52.226654,0
NN4 8GH,-0.894472,52.230885,0
NN4 8JT,-0.930493,52.225373,0
NN4 8JT,-0.930493,52.225373,0
NN4 8JT,-0.930493,52.225373,0
NN4 8LE,-0.91414,52.220539,0
NN4 8LE,-0.91414,52.220539,0
NN4 8LF,-0.904813,52.227169,0
NN4 8LJ,-0.908921,52.223818,0
NN4 8LT,-0.912456,52.22056,0
NN4 8NB,-0.91477,52.218729,0
NN4 8PE,-0.898458,52.224836,0
NN4 8PX,-0.904945,52.218243,0
NN4 8QE,-0.899684,52.219075,0
NN4 8QH,-0.898939,52.220174,0
NN4 8QH,-0.898939,52.220174,0
NN4 8QR,-0.913365,52.219301,0
NN4 8RE,-0.913842,52.22256,0
NN4 8RZ,-0.920388,52.224867,0
NN4 8SJ,-0.915286,52.228183,0
NN4 8SN,-0.916543,52.227655,0
NN4 8ST,-0.917922,52.226364,0
NN4 8TF,-0.922926,52.228909,0
NN4 8UJ,-0.926297,52.227555,0
NN4 9DP,-0.939415,52.215902,0
NN4 9DQ,-0.928326,52.214429,0
NN4 9EH,-0.952013,52.221706,0
NN4 9ER,-0.951626,52.221963,0
NN4 9ES,-0.954622,52.220956,0
NN4 9ES,-0.954622,52.220956,0
NN4 9JJ,-0.921558,52.214077,0
NN4 9QB,-0.941596,52.220825,0
NN4 9QJ,-0.9411,52.218905,0
NN4 9QW,-0.938195,52.219167,0
NN4 9SZ,-0.931684,52.220861,0
NN4 9UL,-0.932752,52.220898,0
NN4 9UL,-0.932752,52.220898,0
NN4 9XD,-0.932847,52.215729,0
NN4 9XE,-0.93023,52.215598,0
NN4 9XE,-0.93023,52.215598,0
NN4 9XG,-0.931014,52.212197,0
NN4 9XJ,-0.930345,52.216875,0
NN4 9XN,-0.928711,52.219711,0
NN4 9XP,-0.936473,52.218954,0
NN4 9XP,-0.936473,52.218954,0
NN4 9XS,-0.930966,52.218472,0
NN4 9XY,-0.923047,52.212988,0
NN4 9YA,-0.92441,52.21051,0
NN4 9YA,-0.92441,52.21051,0
NN4 9YA,-0.92441,52.21051,0
NN4 9YA,-0.92441,52.21051,0
NN4 9YA,-0.92441,52.21051,0
NN4 9YA,-0.92441,52.21051,0
NN4 9YE,-0.921922,52.211692,0
NN4 9YE,-0.921922,52.211692,0
NN4 9YG,-0.92662,52.222658,0
NN4 9YW,-0.932699,52.218236,0
NN4 9YW,-0.932699,52.218236,0
NN4 9YX,-0.919939,52.215036,0
NN4 9YZ,-0.923111,52.209743,0
NN4 9YZ,-0.923111,52.209743,0
NN4 9YZ,-0.923111,52.209743,0
NN4 9YZ,-0.923111,52.209743,0
NN5 4AF,-0.939549,52.234238,0
NN5 4AR,-0.962306,52.241705,0
NN5 4AY,-0.943158,52.235194,0
NN5 4BQ,-0.959648,52.241376,0
NN5 4BQ,-0.959648,52.241376,0
NN5 4DZ,-0.951422,52.239961,0
NN5 4DZ,-0.951422,52.239961,0
NN5 4ED,-0.937962,52.232028,0
NN5 4ED,-0.937962,52.232028,0
NN5 4EZ,-0.944525,52.23313,0
NN5 4FS,-0.944246,52.235033,0
NN5 4UD,-0.962042,52.242962,0
NN5 4WA,-0.945229,52.238036,0
NN5 4WB,-0.947187,52.237595,0
NN5 4WD,-0.948359,52.240051,0
NN5 4WE,-0.947076,52.239212,0
NN5 4WN,-0.945084,52.237351,0
NN5 5AN,-0.926415,52.241483,0
NN5 5BF,-0.922908,52.240559,0
NN5 5EB,-0.912733,52.2392,0
NN5 5EF,-0.913918,52.23984,0
NN5 5EF,-0.913918,52.23984,0
NN5 5EF,-0.913918,52.23984,0
NN5 5EQ,-0.91301,52.240426,0
NN5 5EX,-0.911603,52.241096,0
NN5 5EX,-0.911603,52.241096,0
NN5 5LN,-0.917477,52.238641,0
NN5 5NL,-0.929473,52.242806,0
NN5 5NT,-0.931201,52.244026,0
NN5 5PG,-0.926328,52.243263,0
NN5 6AR,-0.930223,52.248171,0
NN5 6EH,-0.96382,52.255312,0
NN5 6EH,-0.96382,52.255312,0
NN5 6EP,-0.964346,52.252215,0
NN5 6ES,-0.941231,52.239225,0
NN5 6ES,-0.941231,52.239225,0
NN5 6FJ,-0.943634,52.245334,0
NN5 6FJ,-0.943634,52.245334,0
NN5 6FY,-0.942628,52.245792,0
NN5 6GB,-0.963362,52.248556,0
NN5 6HS,-0.944716,52.242331,0
NN5 6HZ,-0.962572,52.256066,0
NN5 6LR,-0.943498,52.251689,0
NN5 6LY,-0.960158,52.255262,0
NN5 6QR,-0.958992,52.258767,0
NN5 6QT,-0.960737,52.257461,0
NN5 6RP,-0.944536,52.254261,0
NN5 6RQ,-0.94751,52.254871,0
NN5 6RS,-0.949351,52.250734,0
NN5 6TL,-0.94185,52.252636,0
NN5 6UX,-0.954226,52.263344,0
NN5 6WE,-0.941926,52.245732,0
NN5 6WQ,-0.954498,52.264203,0
NN5 6XF,-0.952489,52.24748,0
NN5 6XN,-0.956219,52.250849,0
NN5 6YE,-0.960538,52.252164,0
NN5 6YN,-0.961411,52.2512,0
NN5 7AB,-0.917882,52.242482,0
NN5 7AQ,-0.921262,52.244988,0
NN5 7BN,-0.918292,52.246075,0
NN5 7DY,-0.911938,52.243544,0
NN5 7EH,-0.909851,52.246258,0
NN5 7HS,-0.92093,52.253265,0
NN5 7LE,-0.920815,52.254981,0
NN5 7NT,-0.919441,52.257864,0
NN5 7TZ,-0.925929,52.249463,0
NN6 0AH,-0.814347,52.290876,0
NN6 0AN,-0.811384,52.293064,0
NN6 0AQ,-0.816293,52.291009,0
NN6 0AW,-0.805123,52.295797,0
NN6 0DE,-0.753042,52.260162,0
NN6 0EU,-0.758162,52.264648,0
NN6 0HX,-0.754017,52.269792,0
NN6 0JG,-0.751008,52.266299,0
NN6 0JR,-0.747783,52.26844,0
NN6 0JY,-0.750246,52.266251,0
NN6 0PW,-0.742815,52.263757,0
NN6 6AJ,-0.989643,52.398558,0
NN6 6JU,-1.128795,52.387546,0
NN6 7AL,-1.075378,52.341352,0
NN6 7DU,-1.071715,52.343155,0
NN6 7GJ,-1.072725,52.344685,0
NN6 7RH,-1.074688,52.304072,0
NN6 7WG,-1.089235,52.298429,0
NN6 7WH,-1.088416,52.299025,0
NN6 7XB,-1.133429,52.348247,0
NN6 7YQ,-1.082581,52.301805,0
NN6 7YS,-1.079304,52.300728,0
NN6 8AT,-0.948329,52.286523,0
NN6 8FE,-1.00901,52.353437,0
NN6 8HL,-0.946625,52.323162,0
NN6 8HZ,-0.950835,52.325639,0
NN6 8NJ,-0.96651,52.341223,0
NN6 8NQ,-0.958034,52.340268,0
NN6 8QE,-1.031519,52.356797,0
NN6 8QL,-1.016147,52.353397,0
NN6 9BU,-0.903101,52.329863,0
NN6 9DN,-0.904865,52.330347,0
NN6 9DT,-0.910737,52.327263,0
NN6 9DX,-0.904482,52.326852,0
NN6 9DX,-0.904482,52.326852,0
NN6 9DX,-0.904482,52.326852,0
NN6 9DY,-0.903879,52.326292,0
NN6 9DY,-0.903879,52.326292,0
NN6 9EQ,-0.895572,52.329307,0
NN6 9GL,-0.809788,52.33021,0
NN6 9JF,-0.900531,52.386198,0
NN6 9JW,-0.900316,52.327356,0
NN6 9LN,-0.907372,52.323879,0
NN6 9LP,-0.908927,52.325089,0
NN6 9LR,-0.905257,52.325771,0
NN6 9NU,-0.863836,52.412691,0
NN6 9NU,-0.863836,52.412691,0
NN6 9NU,-0.863836,52.412691,0
NN6 9PS,-0.791188,52.346586,0
NN6 9QX,-0.846086,52.350277,0
NN7 1AD,-0.81134,52.224035,0
NN7 1ED,-0.777869,52.215134,0
NN7 1JE,-0.715398,52.234871,0
NN7 1JR,-0.70662,52.240656,0
NN7 1LF,-0.741735,52.225755,0
NN7 1LS,-0.784384,52.239189,0
NN7 1LZ,-0.792401,52.237338,0
NN7 1NS,-0.795125,52.238985,0
NN7 1NX,-0.791295,52.238703,0
NN7 2AG,-0.82215,52.188432,0
NN7 2AZ,-0.802559,52.185209,0
NN7 2DE,-0.827006,52.183419,0
NN7 2DR,-0.804962,52.181849,0
NN7 2DR,-0.804962,52.181849,0
NN7 2EH,-0.827405,52.182712,0
NN7 2GB,-0.897706,52.155258,0
NN7 2HE,-0.851102,52.147989,0
NN7 2HS,-0.857952,52.144738,0
NN7 2NF,-0.904526,52.157902,0
NN7 2NW,-0.8946,52.158474,0
NN7 2NZ,-0.886492,52.157112,0
NN7 2PD,-0.890738,52.159175,0
NN7 2PQ,-0.896583,52.161649,0
NN7 2QE,-0.881062,52.170197,0
NN7 2QJ,-0.895055,52.153044,0
NN7 2QJ,-0.895055,52.153044,0
NN7 2QQ,-0.893026,52.154121,0
NN7 3BA,-1.009266,52.210533,0
NN7 3DJ,-0.935526,52.174045,0
NN7 3DJ,-0.935526,52.174045,0
NN7 3EZ,-0.972335,52.185403,0
NN7 3HF,-0.975179,52.183216,0
NN7 3HY,-0.957806,52.206215,0
NN7 3JL,-0.95872,52.207806,0
NN7 3LP,-1.03492,52.218712,0
NN7 3NL,-1.03071,52.221806,0
NN7 3PB,-1.012637,52.210975,0
NN7 3PG,-1.009715,52.208766,0
NN7 3PT,-1.002074,52.212109,0
NN7 3QB,-1.019457,52.20633,0
NN7 3QS,-1.003264,52.210564,0
NN7 4EH,-0.979279,52.268582,0
NN7 4HR,-1.032179,52.26803,0
NN7 4JD,-1.024988,52.279209,0
NN7 4SG,-1.067207,52.212651,0
NN7 4SG,-1.067207,52.212651,0
NN7 4SR,-1.102594,52.236712,0
NN7 4SX,-1.103765,52.241848,0
NN7 4TG,-1.086552,52.232096,0
NN8 1NB,-0.684959,52.30106,0
NN8 1NG,-0.67944,52.302203,0
NN8 1NJ,-0.677094,52.299255,0
NN8 1NJ,-0.677094,52.299255,0
NN8 1NT,-0.678795,52.301216,0
NN8 1NY,-0.679929,52.300505,0
NN8 1QQ,-0.67882,52.305325,0
NN8 1RE,-0.679392,52.307768,0
NN8 1SF,-0.678367,52.30715,0
NN8 2AQ,-0.699577,52.298192,0
NN8 2DD,-0.691321,52.295187,0
NN8 2DF,-0.690965,52.295327,0
NN8 2EB,-0.678022,52.285815,0
NN8 2EE,-0.677325,52.288522,0
NN8 2EL,-0.710394,52.290308,0
NN8 2JT,-0.700709,52.294104,0
NN8 2JY,-0.698953,52.295955,0
NN8 2NT,-0.709243,52.287518,0
NN8 2NU,-0.707246,52.284601,0
NN8 2PG,-0.700863,52.290833,0
NN8 2PR,-0.701489,52.287963,0
NN8 2PZ,-0.698263,52.290481,0
NN8 3AH,-0.704824,52.303824,0
NN8 3DP,-0.725641,52.298035,0
NN8 3FF,-0.719982,52.315272,0
NN8 3HY,-0.706847,52.301346,0
NN8 3JA,-0.7104,52.2992,0
NN8 3JB,-0.71016,52.298865,0
NN8 3JG,-0.709559,52.299799,0
NN8 3LA,-0.710739,52.298125,0
NN8 3LS,-0.709593,52.297699,0
NN8 3LS,-0.709593,52.297699,0
NN8 3ND,-0.715389,52.297061,0
NN8 3PL,-0.71136,52.296433,0
NN8 3PU,-0.717758,52.294758,0
NN8 3PX,-0.718362,52.29516,0
NN8 3TH,-0.71638,52.303878,0
NN8 3UU,-0.722721,52.306257,0
NN8 3XS,-0.722433,52.307063,0
NN8 3ZS,-0.723308,52.307756,0
NN8 4DZ,-0.689256,52.306034,0
NN8 4GB,-0.683944,52.310561,0
NN8 4GB,-0.683944,52.310561,0
NN8 4HA,-0.699867,52.317327,0
NN8 4HF,-0.698204,52.317525,0
NN8 4LG,-0.696967,52.303674,0
NN8 4NP,-0.688514,52.316761,0
NN8 4PN,-0.692544,52.304956,0
NN8 4SQ,-0.693902,52.31264,0
NN8 4SW,-0.69875,52.318897,0
NN8 4UG,-0.700841,52.316124,0
NN8 4UW,-0.698475,52.316772,0
NN8 4UW,-0.698475,52.316772,0
NN8 5AA,-0.702196,52.30491,0
NN8 5AF,-0.709657,52.309604,0
NN8 5AH,-0.703095,52.306714,0
NN8 5AP,-0.701141,52.305392,0
NN8 5AY,-0.698857,52.30926,0
NN8 5EU,-0.712877,52.310861,0
NN8 5FD,-0.721214,52.31578,0
NN8 5QS,-0.718127,52.312429,0
NN8 5WU,-0.72068,52.311899,0
NN8 5XT,-0.720561,52.310459,0
NN8 5YB,-0.706786,52.312494,0
NN8 5YG,-0.708019,52.31347,0
NN8 6PF,-0.717425,52.313905,0
NN9 5AF,-0.711938,52.329058,0
NN9 5BJ,-0.730033,52.333137,0
NN9 5DE,-0.615424,52.327513,0
NN9 5ES,-0.644014,52.339914,0
NN9 5ET,-0.643444,52.339817,0
NN9 5LB,-0.618024,52.318529,0
NN9 5LJ,-0.652145,52.337022,0
NN9 5NH,-0.656959,52.337059,0
NN9 5PW,-0.614644,52.323389,0
NN9 5QZ,-0.61999,52.321803,0
NN9 5RP,-0.619422,52.319346,0
NN9 5SX,-0.611648,52.330979,0
NN9 5SY,-0.613979,52.331069,0
NN9 5TY,-0.618674,52.329227,0
NN9 5TZ,-0.613765,52.328024,0
NN9 5UP,-0.605287,52.332594,0
NN9 5YW,-0.703314,52.321861,0
NN9 5YW,-0.703314,52.321861,0
NN9 5YX,-0.701762,52.320747,0
NN9 5YX,-0.701762,52.320747,0
NN9 6HL,-0.542133,52.347386,0
NN9 6JR,-0.534279,52.344717,0
NN9 6JX,-0.539022,52.345549,0
NN9 6NA,-0.532517,52.34073,0
NN9 6NN,-0.535277,52.343831,0
NN9 6NP,-0.5351,52.343397,0
NN9 6QU,-0.565987,52.334758,0
NN9 6SW,-0.541047,52.348253,0
NN9 6TF,-0.560511,52.336175,0
NN9 6TN,-0.561824,52.335966,0
NN9 6TT,-0.541935,52.339082,0
NN9 6UX,-0.541089,52.352756,0
NN9 6UX,-0.541089,52.352756,0
OX17 2BX,-1.244129,52.071738,0
OX17 2HE,-1.226168,52.089443,0
OX17 2HE,-1.226168,52.089443,0
OX17 2SG,-1.185047,52.104181,0
OX17 3RJ,-1.276555,52.021566,0
PE8 4BU,-0.466226,52.478897,0
PE8 4DH,-0.473178,52.480146,0
PE8 4DP,-0.467515,52.479947,0
PE8 4DP,-0.467515,52.479947,0
PE8 4EF,-0.471654,52.480765,0
PE8 4EP,-0.481591,52.482143,0
PE8 4EQ,-0.485857,52.482701,0
PE8 4FB,-0.484119,52.482283,0
PE8 4FG,-0.463124,52.478748,0
PE8 4JL,-0.47441,52.486231,0
PE8 4JQ,-0.473279,52.487853,0
PE8 4LA,-0.471835,52.487016,0
PE8 4NR,-0.470576,52.4919,0
PE8 4PS,-0.478335,52.491559,0
PE8 4QH,-0.481868,52.490337,0
PE8 4QN,-0.481739,52.489814,0
PE8 4QP,-0.483146,52.488717,0
PE8 4QQ,-0.483262,52.491362,0
PE8 5AF,-0.544441,52.486627,0
PE8 5BD,-0.4889,52.500055,0
PE8 5SE,-0.46236,52.431393,0
PE8 5SX,-0.513616,52.440733,0
PE8 5TW,-0.459374,52.489596,0
PE8 6QF,-0.427718,52.554525,0
PE8 6XN,-0.513623,52.565039,0
