Postcode,Latitude,Longitude,Terminated,Population,Households,Built Up Area
NN14 2UQ,52.437209,-0.8091,,38,17,Desborough
NN14 2UR,52.444728,-0.834704,,38,22,Desborough
NN14 2UT,52.445516,-0.835257,,16,8,Desborough
NN14 2UU,52.44443,-0.83733,,66,31,Desborough
NN14 2UW,52.445009,-0.836712,,13,7,Desborough
NN14 2UX,52.445246,-0.836132,,23,9,Desborough
NN14 2UY,52.445145,-0.834178,,29,11,Desborough
NN14 2UZ,52.444616,-0.834309,,15,7,Desborough
NN14 2XA,52.444035,-0.806665,,55,24,Desborough
NN14 2XB,52.443731,-0.808585,,142,68,Desborough
NN14 2XE,52.444691,-0.837368,,20,7,Desborough
NN14 2XF,52.444105,-0.834411,,19,10,Desborough
NN14 2XG,52.444036,-0.835664,,93,30,Desborough
NN14 2XH,52.437817,-0.807921,,45,18,Desborough
NN14 2XJ,52.443216,-0.834552,,43,16,Desborough
NN14 2XL,52.443725,-0.836922,,17,6,Desborough
NN14 2XQ,52.438886,-0.821265,,75,14,Desborough
NN14 2XT,52.441666,-0.82784,,105,45,Desborough
NN14 2XU,52.442053,-0.829669,,83,39,Desborough
NN14 2XW,52.440833,-0.801175,,40,11,Desborough
NN14 2XX,52.440487,-0.831255,,73,30,Desborough
NN14 2XY,52.441044,-0.829475,,31,11,Desborough
NN14 2YA,52.440869,-0.829965,,28,12,Desborough
NN14 2YB,52.441275,-0.830043,,46,17,Desborough
NN14 2YD,52.4412,-0.831545,,18,10,Desborough
NN14 2YE,52.441664,-0.830283,,25,10,Desborough
NN14 2YF,52.440374,-0.829875,,21,7,Desborough
NN14 2YH,52.438689,-0.801704,,137,55,Desborough
NN14 2YJ,52.439155,-0.801515,,19,12,Desborough
NN14 2YN,52.43807,-0.801765,,11,6,Desborough
NN14 2YZ,52.445218,-0.82701,,65,27,Desborough
NN14 3AA,52.412746,-0.64384,,133,53,
NN14 3AB,52.415285,-0.645747,,5,3,
NN14 3AD,52.420541,-0.657232,,1,1,
NN14 3AE,52.415444,-0.62448,,3,1,
NN14 3AG,52.404373,-0.661191,,8,2,
NN14 3AH,52.394528,-0.604217,,149,67,
NN14 3AJ,52.460759,-0.609984,,14,4,Brigstock
NN14 3AL,52.391695,-0.59296,,5,2,
NN14 3AN,52.387968,-0.602191,,15,7,
NN14 3AQ,52.405072,-0.604076,,20,7,
NN14 3AR,52.401359,-0.604031,,21,7,
NN14 3AS,52.402524,-0.60373,,37,17,
NN14 3AT,52.398369,-0.587017,,2,1,
NN14 3AU,52.393139,-0.601572,,12,4,
NN14 3AW,52.401059,-0.490402,,25,7,Titchmarsh
NN14 3BA,52.42566,-0.568024,,1,1,
NN14 3BB,52.409376,-0.585884,,14,6,
NN14 3BD,52.406515,-0.590799,,2,1,
NN14 3BE,52.415974,-0.564663,,39,16,
NN14 3BF,52.42945,-0.579493,,11,4,
NN14 3BG,52.41569,-0.569436,,46,22,
NN14 3BH,52.416924,-0.563852,,58,22,
NN14 3BJ,52.414731,-0.570584,,3,2,
NN14 3BL,52.41573,-0.560877,,35,11,
NN14 3BP,52.404917,-0.496798,,12,4,Titchmarsh
NN14 3BQ,52.416984,-0.566365,,10,5,
NN14 3BS,52.436765,-0.590452,,14,4,
NN14 3BT,52.428562,-0.574432,,11,5,
NN14 3BU,52.436267,-0.574404,,7,3,
NN14 3BW,52.427493,-0.584364,,21,8,
NN14 3BX,52.428465,-0.577539,,138,57,
NN14 3BY,52.41513,-0.571425,,10,6,
NN14 3DA,52.405836,-0.496208,,55,20,Titchmarsh
NN14 3DB,52.407721,-0.498864,,26,13,Titchmarsh
NN14 3DD,52.405836,-0.49981,,83,29,Titchmarsh
NN14 3DE,52.405936,-0.497072,,6,2,Titchmarsh
NN14 3DF,52.403961,-0.493714,,116,46,Titchmarsh
NN14 3DG,52.406833,-0.503391,,21,12,Titchmarsh
NN14 3DH,52.405699,-0.49464,,28,14,Titchmarsh
NN14 3DJ,52.40553,-0.498306,,23,10,Titchmarsh
NN14 3DL,52.400279,-0.491282,,54,22,Titchmarsh
NN14 3DN,52.404241,-0.49169,,44,18,Titchmarsh
NN14 3DP,52.399699,-0.469195,,24,6,
NN14 3DQ,52.402174,-0.488983,,4,3,Titchmarsh
NN14 3DS,52.403823,-0.491557,,24,9,Titchmarsh
NN14 3DT,52.40848,-0.43681,,6,2,
NN14 3DU,52.402547,-0.55331,,40,16,Thrapston
NN14 3DW,52.404979,-0.493179,,23,12,Titchmarsh
NN14 3DX,52.402641,-0.552866,,15,8,Thrapston
NN14 3DY,52.411135,-0.437701,,9,2,
NN14 3DZ,52.411907,-0.442364,,120,41,
NN14 3EA,52.422686,-0.514841,,11,5,Aldwincle
NN14 3EB,52.429752,-0.524826,,6,3,Aldwincle
NN14 3ED,52.422385,-0.496704,,104,41,
NN14 3EE,52.42136,-0.520341,,18,9,Aldwincle
NN14 3EF,52.459039,-0.608993,,8,7,Brigstock
NN14 3EG,52.427377,-0.526258,,56,24,Aldwincle
NN14 3EJ,52.406536,-0.497595,,13,6,Titchmarsh
NN14 3EL,52.423884,-0.520036,,125,49,Aldwincle
NN14 3EN,52.422235,-0.539283,,6,3,
NN14 3EP,52.427671,-0.524528,,70,29,Aldwincle
NN14 3EQ,52.390915,-0.502182,,1,1,
NN14 3ER,52.459688,-0.609178,,54,22,Brigstock
NN14 3ES,52.460476,-0.606578,,28,13,Brigstock
NN14 3ET,52.458411,-0.612192,,46,21,Brigstock
NN14 3EU,52.459532,-0.608094,,24,17,Brigstock
NN14 3EW,52.421809,-0.520165,,3,2,Aldwincle
NN14 3EX,52.457169,-0.608286,,17,6,Brigstock
NN14 3EY,52.454678,-0.608953,,34,18,Brigstock
NN14 3EZ,52.457783,-0.608502,,33,12,Brigstock
NN14 3HA,52.459173,-0.60968,,90,43,Brigstock
NN14 3HB,52.458553,-0.606727,,31,14,Brigstock
NN14 3HD,52.458121,-0.609669,,32,14,Brigstock
NN14 3HE,52.45606,-0.6042,,144,66,Brigstock
NN14 3HF,52.45627,-0.606755,,78,32,Brigstock
NN14 3HG,52.457404,-0.609913,,27,12,Brigstock
NN14 3HH,52.45578,-0.612436,,70,27,Brigstock
NN14 3HJ,52.455193,-0.604581,,56,26,Brigstock
NN14 3HL,52.454529,-0.603925,,32,14,Brigstock
NN14 3HN,52.457801,-0.607751,,15,7,Brigstock
NN14 3HP,52.454557,-0.604837,,60,22,Brigstock
NN14 3HQ,52.461877,-0.611183,,23,10,Brigstock
NN14 3HR,52.456988,-0.607409,,31,17,Brigstock
NN14 3HU,52.401507,-0.5528,,24,8,Thrapston
NN14 3HW,52.462135,-0.613134,,36,15,Brigstock
NN14 3HY,52.461652,-0.610294,,54,21,Brigstock
NN14 3HZ,52.476868,-0.59914,,16,6,
NN14 3JA,52.472067,-0.58931,,15,7,
NN14 3JB,52.479274,-0.593644,,6,2,
NN14 3JD,52.459974,-0.590122,,11,4,
NN14 3JE,52.454255,-0.602859,,37,15,Brigstock
NN14 3JF,52.450494,-0.598195,,2,1,
NN14 3JG,52.463201,-0.613718,,26,11,Brigstock
NN14 3JH,52.456018,-0.609765,,23,19,Brigstock
NN14 3JJ,52.395529,-0.565444,,5,1,
NN14 3JL,52.397435,-0.575083,,7,3,
NN14 3JN,52.401828,-0.543998,,1,1,
NN14 3JP,52.398377,-0.549007,,16,6,Thrapston
NN14 3JQ,52.462847,-0.612508,,57,26,Brigstock
NN14 3JR,52.399593,-0.550687,,12,5,Thrapston
NN14 3JS,52.39986,-0.549767,,70,30,Thrapston
NN14 3JT,52.395558,-0.548849,,65,34,Thrapston
NN14 3JU,52.396727,-0.546475,,5,2,Thrapston
NN14 3JX,52.400003,-0.550395,,9,4,Thrapston
NN14 3JY,52.402789,-0.551904,,76,35,Thrapston
NN14 3JZ,52.399679,-0.549787,,2,2,Thrapston
NN14 3LA,52.402461,-0.548462,,4,3,Thrapston
NN14 3LB,52.401969,-0.549433,,64,25,Thrapston
NN14 3LD,52.403621,-0.549938,,102,38,Thrapston
NN14 3LE,52.402812,-0.549229,,2,1,Thrapston
NN14 3LF,52.397908,-0.547435,,34,16,Thrapston
NN14 3LG,52.401909,-0.550596,,34,18,Thrapston
NN14 3LH,52.397527,-0.551578,,52,6,Thrapston
NN14 3LJ,52.398647,-0.551997,,31,9,Thrapston
NN14 3LL,52.400814,-0.550515,,4,3,Thrapston
NN14 3LN,52.412726,-0.441602,,19,10,
NN14 3LQ,52.399089,-0.552115,,41,16,Thrapston
NN14 3LS,52.40279,-0.550362,,76,32,Thrapston
NN14 3LT,52.405585,-0.56059,,3,1,
NN14 3LU,52.457977,-0.606642,,29,10,Brigstock
NN14 3LW,52.402115,-0.551825,,21,5,Thrapston
NN14 3LX,52.45798,-0.607643,,8,3,Brigstock
NN14 3LY,52.400803,-0.551838,,10,3,Thrapston
NN14 3LZ,52.460204,-0.609442,,36,12,Brigstock
NN14 3NA,52.441416,-0.62042,,28,7,
NN14 3NB,52.435456,-0.622828,,6,2,
NN14 3NG,52.458716,-0.634524,,5,2,
NN14 3NZ,52.423349,-0.497729,,10,2,
NN14 3UT,52.423663,-0.518161,,10,6,Aldwincle
NN14 3UU,52.426415,-0.522584,,14,5,Aldwincle
NN14 4AA,52.382244,-0.644187,,97,49,
NN14 4AB,52.383321,-0.643257,,16,7,
NN14 4AD,52.386183,-0.638027,,41,21,
NN14 4AE,52.383494,-0.640299,,32,17,
NN14 4AF,52.381907,-0.645328,,18,14,
NN14 4AG,52.386356,-0.649953,,55,18,
NN14 4AH,52.387492,-0.647861,,31,14,
NN14 4AJ,52.40961,-0.624515,,2,1,
NN14 4AL,52.386254,-0.642843,,6,4,
NN14 4AN,52.401202,-0.640769,,4,1,
NN14 4AP,52.377253,-0.616882,,24,7,
NN14 4AQ,52.386611,-0.6458,,25,12,
NN14 4AR,52.378371,-0.540907,,31,12,
NN14 4AS,52.347746,-0.589893,,10,4,
NN14 4AT,52.368632,-0.555402,,14,5,Ringstead
NN14 4AU,52.354475,-0.590678,,48,10,Little Addington
NN14 4AW,52.380168,-0.626604,,5,2,
NN14 4AX,52.352274,-0.594566,,53,24,Little Addington
NN14 4AY,52.350953,-0.593125,,19,10,Little Addington
NN14 4AZ,52.350063,-0.594695,,18,9,Little Addington
NN14 4BA,52.355481,-0.58909,,18,5,Little Addington
NN14 4BB,52.351282,-0.594582,,20,7,Little Addington
NN14 4BD,52.352876,-0.591522,,36,14,Little Addington
NN14 4BE,52.350673,-0.596012,,18,9,Little Addington
NN14 4BF,52.353169,-0.592717,,16,6,Little Addington
NN14 4BG,52.350602,-0.593841,,37,16,Little Addington
NN14 4BH,52.366674,-0.597355,,40,16,
NN14 4BJ,52.36483,-0.592743,,20,8,Great Addington
NN14 4BL,52.362561,-0.591669,,88,29,Great Addington
NN14 4BN,52.364719,-0.590176,,14,6,Great Addington
NN14 4BP,52.365631,-0.597373,,45,12,Great Addington
NN14 4BQ,52.368263,-0.602416,,11,3,
NN14 4BS,52.36653,-0.592792,,36,13,Great Addington
NN14 4BT,52.365403,-0.555302,,9,5,Ringstead
NN14 4BU,52.363692,-0.593087,,18,7,Great Addington
NN14 4BW,52.36418,-0.590986,,47,17,Great Addington
NN14 4BX,52.364952,-0.547326,,68,28,Ringstead
NN14 4BY,52.365433,-0.547443,,42,16,Ringstead
NN14 4BZ,52.364886,-0.551236,,36,13,Ringstead
NN14 4DA,52.366385,-0.553214,,125,52,Ringstead
NN14 4DB,52.365901,-0.555521,,9,5,Ringstead
NN14 4DD,52.367464,-0.550285,,58,30,Ringstead
NN14 4DE,52.36543,-0.546445,,73,33,Ringstead
NN14 4DF,52.367175,-0.547254,,195,60,Ringstead
NN14 4DG,52.366206,-0.555759,,6,2,Ringstead
NN14 4DH,52.365261,-0.553911,,70,30,Ringstead
NN14 4DJ,52.366457,-0.551976,,3,2,Ringstead
NN14 4DL,52.365744,-0.555188,,35,17,Ringstead
NN14 4DN,52.365867,-0.556476,,46,17,Ringstead
NN14 4DP,52.367373,-0.552403,,70,26,Ringstead
NN14 4DQ,52.365879,-0.55248,,4,2,Ringstead
NN14 4DR,52.366881,-0.551331,,102,45,Ringstead
NN14 4DT,52.360207,-0.569378,,12,5,
NN14 4DU,52.366678,-0.571636,,20,13,
NN14 4DW,52.366121,-0.556659,,76,31,Ringstead
NN14 4DX,52.367375,-0.548907,,67,31,Ringstead
NN14 4DY,52.367921,-0.548698,,29,13,Ringstead
NN14 4EA,52.378979,-0.540813,,25,12,
NN14 4EB,52.392927,-0.538678,,55,19,Thrapston
NN14 4ED,52.378594,-0.545851,,12,5,
NN14 4EE,52.378603,-0.539283,,18,6,
NN14 4EF,52.379402,-0.540138,,16,9,
NN14 4EG,52.378109,-0.542987,,22,12,
NN14 4EH,52.379223,-0.543597,,13,4,
NN14 4EJ,52.378922,-0.542034,,22,11,
NN14 4EL,52.377613,-0.545031,,23,7,
NN14 4EN,52.380131,-0.511906,,6,3,
NN14 4EP,52.368392,-0.548228,,63,22,Ringstead
NN14 4EQ,52.379019,-0.543104,,44,23,
NN14 4ER,52.36339,-0.549449,,4,1,Ringstead
NN14 4ES,52.380192,-0.581177,,30,14,Woodford
NN14 4ET,52.3816,-0.577885,,17,7,Woodford
NN14 4EU,52.380842,-0.579143,,17,7,Woodford
NN14 4EW,52.370419,-0.519047,,24,9,
NN14 4EX,52.380597,-0.576946,,64,29,Woodford
NN14 4EY,52.381305,-0.578041,,39,15,Woodford
NN14 4EZ,52.383688,-0.581829,,19,8,Woodford
NN14 4FA,52.353411,-0.59196,,12,5,Little Addington
NN14 4FB,52.353272,-0.592332,,14,5,Little Addington
NN14 4FD,52.397551,-0.543317,,135,51,Thrapston
NN14 4FE,52.396667,-0.532176,,15,5,Thrapston
NN14 4FF,52.398035,-0.542419,,8,4,Thrapston
NN14 4FG,52.397113,-0.544243,,54,23,Thrapston
NN14 4FH,52.365079,-0.553741,,13,6,Ringstead
NN14 4FJ,52.397805,-0.544191,,47,14,Thrapston
NN14 4FL,52.384346,-0.588728,,80,34,Woodford
NN14 4FN,52.384149,-0.589557,,28,12,Woodford
NN14 4FP,52.398643,-0.543649,,74,30,Thrapston
NN14 4FQ,52.399018,-0.544121,,28,11,Thrapston
NN14 4FS,52.388588,-0.538263,,12,4,
NN14 4GA,52.381446,-0.58002,,18,10,Woodford
NN14 4GY,52.395946,-0.535624,,32,11,Thrapston
NN14 4HA,52.382923,-0.583264,,22,11,Woodford
NN14 4HB,52.381864,-0.580359,,19,7,Woodford
NN14 4HD,52.383608,-0.585652,,172,65,Woodford
NN14 4HE,52.383315,-0.582164,,91,35,Woodford
NN14 4HF,52.383165,-0.582448,,98,37,Woodford
NN14 4HG,52.382973,-0.578399,,21,12,Woodford
NN14 4HH,52.384814,-0.585745,,166,63,Woodford
NN14 4HJ,52.367071,-0.554895,,18,6,Ringstead
NN14 4HL,52.385488,-0.590969,,43,18,Woodford
NN14 4HN,52.380849,-0.575235,,21,11,Woodford
NN14 4HP,52.384349,-0.58144,,21,10,Woodford
NN14 4HQ,52.384286,-0.582148,,25,15,Woodford
NN14 4HR,52.38113,-0.579163,,21,6,Woodford
NN14 4HS,52.380234,-0.580206,,17,7,Woodford
NN14 4HT,52.382989,-0.579779,,45,25,Woodford
NN14 4HU,52.382953,-0.578958,,18,17,Woodford
NN14 4HW,52.383834,-0.581942,,15,6,Woodford
NN14 4HX,52.383389,-0.581574,,20,11,Woodford
NN14 4HY,52.385626,-0.582942,,33,15,Woodford
NN14 4HZ,52.383057,-0.586889,,81,40,Woodford
NN14 4JA,52.382153,-0.578998,,31,11,Woodford
NN14 4JB,52.384903,-0.555355,,7,4,
NN14 4JD,52.387909,-0.600987,,13,4,
NN14 4JE,52.400475,-0.64733,,9,2,
NN14 4JF,52.400389,-0.530715,,69,27,Thrapston
NN14 4JG,52.40003,-0.531476,,34,20,Thrapston
NN14 4JH,52.396787,-0.537683,,34,16,Thrapston
NN14 4JJ,52.396841,-0.539681,,11,5,Thrapston
NN14 4JL,52.398011,-0.537555,,29,13,Thrapston
NN14 4JN,52.398725,-0.535709,,41,19,Thrapston
NN14 4JP,52.397172,-0.542448,,11,4,Thrapston
NN14 4JQ,52.385606,-0.582017,,59,41,Woodford
NN14 4JR,52.394338,-0.540792,,89,34,Thrapston
NN14 4JS,52.394256,-0.540221,,128,49,Thrapston
NN14 4JT,52.395521,-0.535447,,54,27,Thrapston
NN14 4JU,52.395295,-0.535352,,99,39,Thrapston
NN14 4JW,52.396512,-0.540691,,27,18,Thrapston
NN14 4JX,52.395034,-0.538431,,55,24,Thrapston
NN14 4JY,52.392127,-0.538924,,10,7,Thrapston
NN14 4JZ,52.39159,-0.535974,,137,63,Thrapston
NN14 4LA,52.394923,-0.539421,,131,53,Thrapston
NN14 4LB,52.391187,-0.536164,,69,31,Thrapston
NN14 4LD,52.395782,-0.536174,,8,4,Thrapston
NN14 4LE,52.397885,-0.536104,,27,22,Thrapston
NN14 4LF,52.382341,-0.57742,,14,5,Woodford
NN14 4LG,52.391672,-0.532459,,20,8,Thrapston
NN14 4LP,52.391127,-0.533447,,31,12,Thrapston
NN14 4LQ,52.390832,-0.537925,,70,23,Thrapston
NN14 4LS,52.393929,-0.538278,,103,37,Thrapston
NN14 4LW,52.393378,-0.53881,,35,11,Thrapston
NN14 4LY,52.39514,-0.541736,,51,18,Thrapston
NN14 4NA,52.383893,-0.583865,,9,4,Woodford
NN14 4NB,52.396236,-0.52931,,42,16,Thrapston
NN14 4NE,52.39689,-0.533433,,19,11,Thrapston
NN14 4NF,52.396282,-0.532438,,74,31,Thrapston
NN14 4NG,52.395418,-0.527323,,82,31,Thrapston
NN14 4NH,52.395795,-0.526399,,16,5,Thrapston
NN14 4NJ,52.387141,-0.483383,,18,8,
NN14 4NL,52.397777,-0.528288,,59,29,Thrapston
NN14 4NN,52.397558,-0.527884,,112,45,Thrapston
NN14 4NP,52.397255,-0.536977,,1,1,Thrapston
NN14 4NQ,52.395961,-0.532523,,19,10,Thrapston
NN14 4NR,52.396801,-0.531319,,54,18,Thrapston
NN14 4NS,52.398049,-0.529808,,108,40,Thrapston
NN14 4NT,52.397672,-0.531261,,104,39,Thrapston
NN14 4NU,52.398584,-0.528893,,30,19,Thrapston
NN14 4NW,52.396448,-0.530478,,24,12,Thrapston
NN14 4NX,52.39838,-0.532531,,29,13,Thrapston
NN14 4NY,52.397712,-0.533773,,12,6,Thrapston
NN14 4NZ,52.397661,-0.533245,,60,35,Thrapston
NN14 4PA,52.397525,-0.535498,,34,17,Thrapston
NN14 4PB,52.398868,-0.534161,,48,23,Thrapston
NN14 4PD,52.397768,-0.534653,,10,5,Thrapston
NN14 4PE,52.398847,-0.532456,,18,10,Thrapston
NN14 4PF,52.399277,-0.529444,,62,20,Thrapston
NN14 4PG,52.399628,-0.52661,,25,12,Thrapston
NN14 4PH,52.393909,-0.541056,,42,13,Thrapston
NN14 4PJ,52.394412,-0.54176,,44,14,Thrapston
NN14 4PN,52.398616,-0.531964,,6,4,Thrapston
NN14 4PQ,52.400625,-0.523798,,15,6,Thrapston
NN14 4PR,52.400571,-0.522918,,10,5,Thrapston
NN14 4PU,52.399594,-0.530403,,7,6,Thrapston
NN14 4PY,52.39222,-0.535292,,43,17,Thrapston
NN14 4PZ,52.377952,-0.546313,,7,4,
NN14 4QA,52.390995,-0.535127,,28,10,Thrapston
NN14 4QB,52.395906,-0.535273,,11,9,Thrapston
NN14 4QF,52.396073,-0.538663,,31,17,Thrapston
NN14 4QH,52.382788,-0.645375,,7,3,
NN14 4QJ,52.399378,-0.534012,,13,5,Thrapston
NN14 4QN,52.399189,-0.53412,,6,2,Thrapston
NN14 4QP,52.396,-0.525526,,41,14,Thrapston
NN14 4QR,52.366863,-0.545986,,23,11,Ringstead
NN14 4QW,52.366207,-0.557787,,10,4,Ringstead
NN14 4QX,52.366201,-0.546287,,12,3,Ringstead
NN14 4QY,52.377692,-0.546336,,13,5,
NN14 4QZ,52.397155,-0.536877,,4,3,Thrapston
NN14 4RA,52.363746,-0.591514,,10,6,Great Addington
NN14 4RB,52.383146,-0.580876,,14,4,Woodford
NN14 4RD,52.351746,-0.595859,,9,4,Little Addington
NN14 4RE,52.393971,-0.527945,,133,38,Thrapston
NN14 4RF,52.39389,-0.527212,,12,5,Thrapston
NN14 4RG,52.39334,-0.52704,,54,19,Thrapston
NN14 4RH,52.367586,-0.554379,,13,6,Ringstead
NN14 4RJ,52.399952,-0.533904,,36,14,Thrapston
NN14 4RL,52.399982,-0.532698,,31,10,Thrapston
NN14 4RN,52.399547,-0.53308,,51,17,Thrapston
NN14 4RP,52.394258,-0.536547,,47,18,Thrapston
NN14 4RQ,52.393388,-0.537458,,15,6,Thrapston
NN14 4SA,52.399076,-0.525599,,59,18,Thrapston
NN14 4SB,52.398512,-0.5265,,25,9,Thrapston
NN14 4TA,52.400935,-0.526875,,100,41,Thrapston
NN14 4TB,52.40065,-0.52856,,74,32,Thrapston
NN14 4TD,52.401651,-0.528086,,48,19,Thrapston
NN14 4TE,52.401975,-0.528781,,65,31,Thrapston
NN14 4TF,52.401695,-0.530142,,51,25,Thrapston
NN14 4TG,52.40151,-0.531207,,72,36,Thrapston
NN14 4TH,52.400886,-0.533094,,17,8,Thrapston
NN14 4TJ,52.40055,-0.527711,,79,38,Thrapston
NN14 4TL,52.400899,-0.530522,,29,11,Thrapston
NN14 4TN,52.39967,-0.535045,,148,60,Thrapston
NN14 4TP,52.400376,-0.534684,,47,15,Thrapston
NN14 4TQ,52.401146,-0.532263,,28,12,Thrapston
NN14 4TS,52.400158,-0.536014,,20,8,Thrapston
NN14 4TT,52.364772,-0.55732,,9,3,Ringstead
NN14 4TU,52.363627,-0.560249,,16,11,Ringstead
NN14 4TW,52.364631,-0.558294,,17,10,Ringstead
NN14 4TX,52.366462,-0.545574,,54,19,Ringstead
NN14 4TY,52.365024,-0.556651,,22,8,Ringstead
NN14 4TZ,52.365864,-0.55843,,36,15,Ringstead
NN14 4UA,52.39472,-0.531021,,52,21,Thrapston
NN14 4UB,52.393828,-0.530859,,17,6,Thrapston
NN14 4UD,52.393381,-0.531036,,28,10,Thrapston
NN14 4UE,52.392934,-0.531991,,134,49,Thrapston
NN14 4UF,52.395928,-0.524764,,27,13,Thrapston
NN14 4UG,52.395241,-0.524478,,41,16,Thrapston
NN14 4UH,52.393681,-0.533539,,169,52,Thrapston
NN14 4UJ,52.393922,-0.532649,,35,15,Thrapston
NN14 4UL,52.395028,-0.533362,,32,11,Thrapston
NN14 4UP,52.392948,-0.533828,,29,8,Thrapston
NN14 4UQ,52.392745,-0.532732,,41,14,Thrapston
NN14 4US,52.395739,-0.524064,,42,22,Thrapston
NN14 4UT,52.397829,-0.526523,,58,19,Thrapston
NN14 4UU,52.396062,-0.52326,,63,33,Thrapston
NN14 4UW,52.395183,-0.52348,,35,15,Thrapston
NN14 4UX,52.396321,-0.526,,28,10,Thrapston
NN14 4UY,52.396578,-0.526476,,67,22,Thrapston
NN14 4UZ,52.397278,-0.527026,,32,12,Thrapston
NN14 4XA,52.392046,-0.532873,,32,9,Thrapston
NN14 4XB,52.397086,-0.522491,,52,18,Thrapston
NN14 4XD,52.397584,-0.522768,,61,19,Thrapston
NN14 4XE,52.397919,-0.522963,,22,7,Thrapston
NN14 4XF,52.392917,-0.53136,,14,6,Thrapston
NN14 4XG,52.397251,-0.524867,,61,19,Thrapston
NN14 4XH,52.398403,-0.52496,,63,20,Thrapston
NN14 4XJ,52.398063,-0.52653,,22,9,Thrapston
NN14 4XL,52.397933,-0.52477,,93,33,Thrapston
NN14 4XN,52.398562,-0.524,,57,16,Thrapston
NN14 4XP,52.398952,-0.522899,,156,45,Thrapston
NN14 4XQ,52.399942,-0.521514,,172,59,Thrapston
NN14 4XR,52.399012,-0.521163,,38,16,Thrapston
NN14 4XS,52.398467,-0.521489,,37,14,Thrapston
NN14 4XT,52.396555,-0.536148,,25,13,Thrapston
NN14 6AA,52.412899,-0.813049,,2,1,
NN14 6AB,52.421631,-0.804005,,10,4,Rothwell
NN14 6AD,52.422263,-0.80337,,26,15,Rothwell
NN14 6AE,52.420446,-0.804199,,16,9,Rothwell
NN14 6AF,52.419825,-0.803289,,51,21,Rothwell
NN14 6AG,52.418984,-0.804591,,17,11,Rothwell
NN14 6AH,52.41842,-0.8084,,65,35,Rothwell
NN14 6AJ,52.41903,-0.806413,,119,50,Rothwell
NN14 6AL,52.419881,-0.805229,,84,38,Rothwell
NN14 6AN,52.4209,-0.804642,,55,24,Rothwell
NN14 6AP,52.419802,-0.808069,,80,32,Rothwell
NN14 6AQ,52.418386,-0.805916,,169,64,Rothwell
NN14 6AR,52.41997,-0.808682,,90,37,Rothwell
NN14 6AS,52.420579,-0.812018,,43,25,Rothwell
NN14 6AT,52.421162,-0.812855,,155,61,Rothwell
NN14 6AU,52.424452,-0.794987,,16,9,Rothwell
NN14 6AW,52.417634,-0.823243,,3,1,
NN14 6AX,52.419618,-0.812147,,29,12,Rothwell
NN14 6AY,52.420162,-0.813456,,27,14,Rothwell
NN14 6AZ,52.420933,-0.807921,,41,20,Rothwell
NN14 6BA,52.421483,-0.806332,,30,13,Rothwell
NN14 6BD,52.422586,-0.795332,,9,4,Rothwell
NN14 6BE,52.421571,-0.798095,,34,29,Rothwell
NN14 6BG,52.423387,-0.786634,,75,28,Rothwell
NN14 6BH,52.419652,-0.801279,,95,40,Rothwell
NN14 6BJ,52.419038,-0.801267,,81,37,Rothwell
NN14 6BL,52.422039,-0.799979,,12,11,Rothwell
NN14 6BN,52.422039,-0.799979,,13,6,Rothwell
NN14 6BP,52.422725,-0.798416,,4,3,Rothwell
NN14 6BQ,52.422511,-0.80301,,10,10,Rothwell
NN14 6BS,52.42203,-0.794641,,35,19,Rothwell
NN14 6BT,52.42197,-0.792526,,33,16,Rothwell
NN14 6BU,52.419367,-0.805125,,30,25,Rothwell
NN14 6BW,52.422753,-0.799696,,19,14,Rothwell
NN14 6BX,52.422217,-0.799739,,12,8,Rothwell
NN14 6BY,52.422854,-0.797001,,18,7,Rothwell
NN14 6BZ,52.423085,-0.795848,,32,20,Rothwell
NN14 6DA,52.422908,-0.794338,,60,21,Rothwell
NN14 6DB,52.423128,-0.793245,,29,11,Rothwell
NN14 6DD,52.423549,-0.79488,,70,37,Rothwell
NN14 6DE,52.422525,-0.793819,,39,17,Rothwell
NN14 6DF,52.423531,-0.793703,,55,29,Rothwell
NN14 6DG,52.421776,-0.796207,,55,32,Rothwell
NN14 6DH,52.424876,-0.792431,,125,66,Rothwell
NN14 6DJ,52.424426,-0.788943,,16,8,Rothwell
NN14 6DL,52.423558,-0.791114,,62,23,Rothwell
NN14 6DN,52.42314,-0.789773,,87,26,Rothwell
NN14 6DP,52.422528,-0.789701,,57,22,Rothwell
NN14 6DQ,52.422161,-0.798623,,76,50,Rothwell
NN14 6DR,52.422256,-0.791253,,52,20,Rothwell
NN14 6DS,52.421942,-0.789511,,25,10,Rothwell
NN14 6DT,52.422199,-0.797344,,3,2,Rothwell
NN14 6DU,52.42431,-0.792491,,84,40,Rothwell
NN14 6DW,52.423004,-0.791394,,44,19,Rothwell
NN14 6DX,52.424201,-0.794156,,50,21,Rothwell
NN14 6DY,52.424,-0.791176,,53,19,Rothwell
NN14 6DZ,52.423821,-0.788636,,64,27,Rothwell
NN14 6EA,52.42259,-0.793126,,32,18,Rothwell
NN14 6EB,52.423115,-0.792626,,73,28,Rothwell
NN14 6ED,52.42418,-0.78945,,143,64,Rothwell
NN14 6EF,52.419947,-0.802859,,32,13,Rothwell
NN14 6EG,52.41961,-0.802442,,10,9,Rothwell
NN14 6EH,52.423556,-0.797938,,1,1,Rothwell
NN14 6EJ,52.42244,-0.797792,,33,17,Rothwell
